transit_timestamp,station_complex,fare_class_category,ridership,transfers
3/16/26 10:00,23 St-Baruch College (6),OMNY - Seniors & Disability,52,7
3/16/26 10:00,23 St-Baruch College (6),OMNY - Full Fare,595,23
3/16/26 10:00,23 St-Baruch College (6),OMNY - Fair Fare,38,3
3/16/26 9:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
3/16/26 9:00,23 St-Baruch College (6),OMNY - Other,4,0
3/16/26 9:00,23 St-Baruch College (6),OMNY - Seniors & Disability,44,8
3/16/26 9:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/16/26 9:00,23 St-Baruch College (6),OMNY - Students,17,0
3/16/26 9:00,23 St-Baruch College (6),OMNY - Fair Fare,13,2
3/16/26 9:00,23 St-Baruch College (6),OMNY - Full Fare,872,74
3/16/26 8:00,23 St-Baruch College (6),OMNY - Seniors & Disability,26,7
3/16/26 8:00,23 St-Baruch College (6),OMNY - Students,49,2
3/16/26 8:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/16/26 8:00,23 St-Baruch College (6),OMNY - Other,10,0
3/16/26 8:00,23 St-Baruch College (6),OMNY - Fair Fare,20,0
3/16/26 8:00,23 St-Baruch College (6),OMNY - Full Fare,"1,363",103
3/16/26 7:00,23 St-Baruch College (6),OMNY - Students,74,6
3/16/26 7:00,23 St-Baruch College (6),Metrocard - Other,5,0
3/16/26 7:00,23 St-Baruch College (6),OMNY - Other,6,0
3/16/26 7:00,23 St-Baruch College (6),OMNY - Full Fare,656,101
3/16/26 7:00,23 St-Baruch College (6),OMNY - Seniors & Disability,22,6
3/16/26 7:00,23 St-Baruch College (6),OMNY - Fair Fare,5,0
3/16/26 6:00,23 St-Baruch College (6),OMNY - Seniors & Disability,20,6
3/16/26 6:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/16/26 6:00,23 St-Baruch College (6),OMNY - Other,12,0
3/16/26 6:00,23 St-Baruch College (6),Metrocard - Other,4,0
3/16/26 6:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/16/26 6:00,23 St-Baruch College (6),OMNY - Students,5,0
3/16/26 6:00,23 St-Baruch College (6),OMNY - Full Fare,181,42
3/16/26 5:00,23 St-Baruch College (6),OMNY - Full Fare,47,16
3/16/26 5:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/16/26 5:00,23 St-Baruch College (6),OMNY - Students,1,0
3/16/26 5:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/16/26 5:00,23 St-Baruch College (6),OMNY - Other,9,0
3/16/26 5:00,23 St-Baruch College (6),OMNY - Seniors & Disability,3,2
3/16/26 4:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/16/26 4:00,23 St-Baruch College (6),OMNY - Full Fare,13,0
3/16/26 4:00,23 St-Baruch College (6),OMNY - Other,1,0
3/16/26 3:00,23 St-Baruch College (6),OMNY - Other,1,0
3/16/26 3:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/16/26 3:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/16/26 3:00,23 St-Baruch College (6),OMNY - Full Fare,14,0
3/16/26 3:00,23 St-Baruch College (6),OMNY - Students,1,0
3/16/26 2:00,23 St-Baruch College (6),OMNY - Full Fare,21,0
3/16/26 2:00,23 St-Baruch College (6),OMNY - Other,7,0
3/16/26 1:00,23 St-Baruch College (6),OMNY - Full Fare,29,0
3/16/26 1:00,23 St-Baruch College (6),OMNY - Students,2,0
3/16/26 1:00,23 St-Baruch College (6),OMNY - Other,3,0
3/16/26 0:00,23 St-Baruch College (6),OMNY - Full Fare,86,1
3/16/26 0:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/16/26 0:00,23 St-Baruch College (6),OMNY - Students,3,0
3/16/26 0:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
3/16/26 0:00,23 St-Baruch College (6),OMNY - Other,6,0
3/15/26 23:00,23 St-Baruch College (6),OMNY - Students,8,0
3/15/26 23:00,23 St-Baruch College (6),OMNY - Other,10,0
3/15/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,7,0
3/15/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,6,0
3/15/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,217,2
3/15/26 22:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 22:00,23 St-Baruch College (6),OMNY - Other,5,0
3/15/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,18,0
3/15/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,6,1
3/15/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,266,6
3/15/26 22:00,23 St-Baruch College (6),OMNY - Students,10,0
3/15/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,6,2
3/15/26 21:00,23 St-Baruch College (6),OMNY - Students,12,0
3/15/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,274,5
3/15/26 21:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 21:00,23 St-Baruch College (6),OMNY - Other,4,0
3/15/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,12,0
3/15/26 20:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 20:00,23 St-Baruch College (6),OMNY - Other,6,0
3/15/26 20:00,23 St-Baruch College (6),OMNY - Students,12,0
3/15/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,8,2
3/15/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,8,0
3/15/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,313,8
3/15/26 20:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,361,7
3/15/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,10,0
3/15/26 19:00,23 St-Baruch College (6),OMNY - Students,8,0
3/15/26 19:00,23 St-Baruch College (6),OMNY - Other,7,0
3/15/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,16,2
3/15/26 19:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 18:00,23 St-Baruch College (6),OMNY - Students,17,0
3/15/26 18:00,23 St-Baruch College (6),OMNY - Other,7,0
3/15/26 18:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/15/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,17,0
3/15/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,14,1
3/15/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,461,16
3/15/26 17:00,23 St-Baruch College (6),OMNY - Full Fare,564,11
3/15/26 17:00,23 St-Baruch College (6),OMNY - Fair Fare,24,1
3/15/26 17:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/15/26 17:00,23 St-Baruch College (6),OMNY - Other,16,0
3/15/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 17:00,23 St-Baruch College (6),OMNY - Seniors & Disability,19,2
3/15/26 17:00,23 St-Baruch College (6),OMNY - Students,26,0
3/15/26 16:00,23 St-Baruch College (6),OMNY - Full Fare,581,10
3/15/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,2,0
3/15/26 16:00,23 St-Baruch College (6),OMNY - Fair Fare,15,0
3/15/26 16:00,23 St-Baruch College (6),OMNY - Other,3,0
3/15/26 16:00,23 St-Baruch College (6),Metrocard - Other,5,0
3/15/26 16:00,23 St-Baruch College (6),OMNY - Seniors & Disability,23,2
3/15/26 16:00,23 St-Baruch College (6),OMNY - Students,19,0
3/15/26 15:00,23 St-Baruch College (6),Metrocard - Other,4,0
3/15/26 15:00,23 St-Baruch College (6),OMNY - Students,29,2
3/15/26 15:00,23 St-Baruch College (6),OMNY - Full Fare,632,11
3/15/26 15:00,23 St-Baruch College (6),OMNY - Fair Fare,22,1
3/15/26 15:00,23 St-Baruch College (6),OMNY - Other,11,0
3/15/26 15:00,23 St-Baruch College (6),OMNY - Seniors & Disability,25,2
3/15/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
3/15/26 14:00,23 St-Baruch College (6),OMNY - Full Fare,620,16
3/15/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,2,0
3/15/26 14:00,23 St-Baruch College (6),OMNY - Seniors & Disability,31,3
3/15/26 14:00,23 St-Baruch College (6),OMNY - Fair Fare,12,1
3/15/26 14:00,23 St-Baruch College (6),OMNY - Students,24,2
3/15/26 14:00,23 St-Baruch College (6),OMNY - Other,8,0
3/15/26 13:00,23 St-Baruch College (6),OMNY - Students,32,1
3/15/26 13:00,23 St-Baruch College (6),OMNY - Full Fare,649,15
3/15/26 13:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/15/26 13:00,23 St-Baruch College (6),OMNY - Other,14,0
3/15/26 13:00,23 St-Baruch College (6),OMNY - Seniors & Disability,39,5
3/15/26 13:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
3/15/26 13:00,23 St-Baruch College (6),OMNY - Fair Fare,16,1
3/15/26 12:00,23 St-Baruch College (6),OMNY - Other,10,0
3/15/26 12:00,23 St-Baruch College (6),OMNY - Full Fare,563,16
3/15/26 12:00,23 St-Baruch College (6),OMNY - Fair Fare,16,1
3/15/26 12:00,23 St-Baruch College (6),OMNY - Students,10,1
3/15/26 12:00,23 St-Baruch College (6),OMNY - Seniors & Disability,28,4
3/15/26 12:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/15/26 12:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 11:00,23 St-Baruch College (6),OMNY - Full Fare,482,10
3/15/26 11:00,23 St-Baruch College (6),OMNY - Fair Fare,7,0
3/15/26 11:00,23 St-Baruch College (6),OMNY - Seniors & Disability,13,3
3/15/26 11:00,23 St-Baruch College (6),OMNY - Students,9,0
3/15/26 11:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 11:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 11:00,23 St-Baruch College (6),OMNY - Other,8,0
3/15/26 10:00,23 St-Baruch College (6),OMNY - Other,8,0
3/15/26 10:00,23 St-Baruch College (6),OMNY - Seniors & Disability,26,8
3/15/26 10:00,23 St-Baruch College (6),OMNY - Students,6,0
3/15/26 10:00,23 St-Baruch College (6),OMNY - Full Fare,413,20
3/15/26 10:00,23 St-Baruch College (6),OMNY - Fair Fare,6,0
3/15/26 9:00,23 St-Baruch College (6),OMNY - Students,2,1
3/15/26 9:00,23 St-Baruch College (6),OMNY - Full Fare,292,12
3/15/26 9:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 9:00,23 St-Baruch College (6),OMNY - Seniors & Disability,15,1
3/15/26 9:00,23 St-Baruch College (6),OMNY - Other,7,0
3/15/26 9:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/15/26 8:00,23 St-Baruch College (6),OMNY - Other,4,0
3/15/26 8:00,23 St-Baruch College (6),OMNY - Full Fare,142,5
3/15/26 8:00,23 St-Baruch College (6),OMNY - Students,3,0
3/15/26 8:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/15/26 8:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 8:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/15/26 8:00,23 St-Baruch College (6),OMNY - Seniors & Disability,5,0
3/15/26 7:00,23 St-Baruch College (6),OMNY - Full Fare,75,3
3/15/26 7:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 7:00,23 St-Baruch College (6),OMNY - Other,9,0
3/15/26 7:00,23 St-Baruch College (6),OMNY - Students,3,0
3/15/26 7:00,23 St-Baruch College (6),OMNY - Seniors & Disability,5,1
3/15/26 6:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/15/26 6:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/15/26 6:00,23 St-Baruch College (6),OMNY - Students,3,0
3/15/26 6:00,23 St-Baruch College (6),OMNY - Full Fare,96,4
3/15/26 6:00,23 St-Baruch College (6),OMNY - Other,9,0
3/15/26 6:00,23 St-Baruch College (6),OMNY - Seniors & Disability,2,0
3/15/26 5:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/15/26 5:00,23 St-Baruch College (6),OMNY - Full Fare,71,3
3/15/26 5:00,23 St-Baruch College (6),OMNY - Other,4,0
3/15/26 5:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/15/26 5:00,23 St-Baruch College (6),OMNY - Seniors & Disability,3,0
3/15/26 5:00,23 St-Baruch College (6),Metrocard - Seniors & Disability,1,0
3/15/26 4:00,23 St-Baruch College (6),OMNY - Students,2,0
3/15/26 4:00,23 St-Baruch College (6),OMNY - Full Fare,54,1
3/15/26 4:00,23 St-Baruch College (6),OMNY - Other,2,0
3/15/26 4:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/15/26 3:00,23 St-Baruch College (6),OMNY - Other,8,0
3/15/26 3:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/15/26 3:00,23 St-Baruch College (6),OMNY - Full Fare,48,1
3/15/26 3:00,23 St-Baruch College (6),OMNY - Students,3,0
3/15/26 2:00,23 St-Baruch College (6),OMNY - Other,2,0
3/15/26 2:00,23 St-Baruch College (6),OMNY - Students,1,0
3/15/26 2:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/15/26 2:00,23 St-Baruch College (6),OMNY - Full Fare,61,0
3/15/26 2:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
3/15/26 1:00,23 St-Baruch College (6),OMNY - Full Fare,131,1
3/15/26 1:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
3/15/26 1:00,23 St-Baruch College (6),OMNY - Students,1,0
3/15/26 1:00,23 St-Baruch College (6),OMNY - Fair Fare,6,0
3/15/26 1:00,23 St-Baruch College (6),OMNY - Other,2,0
3/15/26 0:00,23 St-Baruch College (6),OMNY - Other,6,0
3/15/26 0:00,23 St-Baruch College (6),OMNY - Full Fare,191,0
3/15/26 0:00,23 St-Baruch College (6),OMNY - Fair Fare,8,0
3/15/26 0:00,23 St-Baruch College (6),OMNY - Seniors & Disability,4,0
3/15/26 0:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/15/26 0:00,23 St-Baruch College (6),OMNY - Students,11,0
3/14/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,8,1
3/14/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,382,8
3/14/26 23:00,23 St-Baruch College (6),OMNY - Other,8,0
3/14/26 23:00,23 St-Baruch College (6),OMNY - Students,12,0
3/14/26 23:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,10,0
3/14/26 23:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,12,0
3/14/26 22:00,23 St-Baruch College (6),OMNY - Other,8,0
3/14/26 22:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/14/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,11,1
3/14/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,403,7
3/14/26 22:00,23 St-Baruch College (6),OMNY - Students,10,0
3/14/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,467,4
3/14/26 21:00,23 St-Baruch College (6),OMNY - Students,10,0
3/14/26 21:00,23 St-Baruch College (6),OMNY - Other,2,0
3/14/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,11,3
3/14/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,8,1
3/14/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,14,3
3/14/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,568,9
3/14/26 20:00,23 St-Baruch College (6),OMNY - Students,34,2
3/14/26 20:00,23 St-Baruch College (6),OMNY - Other,6,0
3/14/26 20:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,18,3
3/14/26 19:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 19:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,593,12
3/14/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,14,2
3/14/26 19:00,23 St-Baruch College (6),OMNY - Students,20,0
3/14/26 19:00,23 St-Baruch College (6),OMNY - Other,13,0
3/14/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,25,1
3/14/26 18:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 18:00,23 St-Baruch College (6),OMNY - Other,13,0
3/14/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,673,15
3/14/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,17,1
3/14/26 18:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
3/14/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,27,1
3/14/26 18:00,23 St-Baruch College (6),OMNY - Students,37,1
3/14/26 17:00,23 St-Baruch College (6),OMNY - Full Fare,775,16
3/14/26 17:00,23 St-Baruch College (6),OMNY - Seniors & Disability,29,6
3/14/26 17:00,23 St-Baruch College (6),OMNY - Students,29,3
3/14/26 17:00,23 St-Baruch College (6),OMNY - Fair Fare,16,0
3/14/26 17:00,23 St-Baruch College (6),OMNY - Other,10,0
3/14/26 17:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/14/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 16:00,23 St-Baruch College (6),OMNY - Full Fare,801,23
3/14/26 16:00,23 St-Baruch College (6),OMNY - Students,42,1
3/14/26 16:00,23 St-Baruch College (6),OMNY - Fair Fare,29,1
3/14/26 16:00,23 St-Baruch College (6),OMNY - Seniors & Disability,39,3
3/14/26 16:00,23 St-Baruch College (6),OMNY - Other,17,0
3/14/26 16:00,23 St-Baruch College (6),Metrocard - Other,4,0
3/14/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 15:00,23 St-Baruch College (6),OMNY - Seniors & Disability,54,6
3/14/26 15:00,23 St-Baruch College (6),OMNY - Students,149,3
3/14/26 15:00,23 St-Baruch College (6),OMNY - Full Fare,981,25
3/14/26 15:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
3/14/26 15:00,23 St-Baruch College (6),OMNY - Other,10,0
3/14/26 15:00,23 St-Baruch College (6),OMNY - Fair Fare,32,0
3/14/26 15:00,23 St-Baruch College (6),Metrocard - Other,8,0
3/14/26 14:00,23 St-Baruch College (6),OMNY - Fair Fare,38,2
3/14/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
3/14/26 14:00,23 St-Baruch College (6),OMNY - Full Fare,868,36
3/14/26 14:00,23 St-Baruch College (6),OMNY - Students,73,3
3/14/26 14:00,23 St-Baruch College (6),OMNY - Other,12,0
3/14/26 14:00,23 St-Baruch College (6),OMNY - Seniors & Disability,41,7
3/14/26 14:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/14/26 13:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/14/26 13:00,23 St-Baruch College (6),OMNY - Fair Fare,20,2
3/14/26 13:00,23 St-Baruch College (6),OMNY - Seniors & Disability,41,2
3/14/26 13:00,23 St-Baruch College (6),OMNY - Other,9,0
3/14/26 13:00,23 St-Baruch College (6),OMNY - Full Fare,779,29
3/14/26 13:00,23 St-Baruch College (6),OMNY - Students,38,0
3/14/26 12:00,23 St-Baruch College (6),OMNY - Students,39,2
3/14/26 12:00,23 St-Baruch College (6),Metrocard - Other,4,0
3/14/26 12:00,23 St-Baruch College (6),OMNY - Other,9,0
3/14/26 12:00,23 St-Baruch College (6),OMNY - Fair Fare,17,1
3/14/26 12:00,23 St-Baruch College (6),OMNY - Full Fare,725,18
3/14/26 12:00,23 St-Baruch College (6),OMNY - Seniors & Disability,37,6
3/14/26 12:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 11:00,23 St-Baruch College (6),OMNY - Full Fare,621,19
3/14/26 11:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,2,0
3/14/26 11:00,23 St-Baruch College (6),OMNY - Students,36,1
3/14/26 11:00,23 St-Baruch College (6),OMNY - Other,6,0
3/14/26 11:00,23 St-Baruch College (6),OMNY - Seniors & Disability,19,1
3/14/26 11:00,23 St-Baruch College (6),OMNY - Fair Fare,18,0
3/14/26 11:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/14/26 10:00,23 St-Baruch College (6),OMNY - Students,13,0
3/14/26 10:00,23 St-Baruch College (6),OMNY - Full Fare,424,13
3/14/26 10:00,23 St-Baruch College (6),OMNY - Other,9,0
3/14/26 10:00,23 St-Baruch College (6),OMNY - Seniors & Disability,28,5
3/14/26 10:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/14/26 9:00,23 St-Baruch College (6),OMNY - Fair Fare,7,1
3/14/26 9:00,23 St-Baruch College (6),OMNY - Seniors & Disability,10,3
3/14/26 9:00,23 St-Baruch College (6),OMNY - Full Fare,260,9
3/14/26 9:00,23 St-Baruch College (6),OMNY - Students,15,0
3/14/26 9:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 9:00,23 St-Baruch College (6),OMNY - Other,12,1
3/14/26 8:00,23 St-Baruch College (6),OMNY - Other,6,0
3/14/26 8:00,23 St-Baruch College (6),OMNY - Fair Fare,5,2
3/14/26 8:00,23 St-Baruch College (6),OMNY - Students,9,0
3/14/26 8:00,23 St-Baruch College (6),OMNY - Full Fare,177,14
3/14/26 8:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
3/14/26 8:00,23 St-Baruch College (6),OMNY - Seniors & Disability,17,3
3/14/26 7:00,23 St-Baruch College (6),OMNY - Other,3,0
3/14/26 7:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/14/26 7:00,23 St-Baruch College (6),OMNY - Students,8,1
3/14/26 7:00,23 St-Baruch College (6),Metrocard - Other,2,0
3/14/26 7:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/14/26 7:00,23 St-Baruch College (6),OMNY - Seniors & Disability,6,0
3/14/26 7:00,23 St-Baruch College (6),OMNY - Full Fare,91,10
3/14/26 6:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
3/14/26 6:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 6:00,23 St-Baruch College (6),OMNY - Other,5,0
3/14/26 6:00,23 St-Baruch College (6),OMNY - Full Fare,50,1
3/14/26 6:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,4,0
3/14/26 6:00,23 St-Baruch College (6),OMNY - Students,2,0
3/14/26 6:00,23 St-Baruch College (6),OMNY - Seniors & Disability,4,0
3/14/26 5:00,23 St-Baruch College (6),OMNY - Full Fare,22,2
3/14/26 5:00,23 St-Baruch College (6),OMNY - Other,4,0
3/14/26 5:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/14/26 4:00,23 St-Baruch College (6),OMNY - Full Fare,34,1
3/14/26 4:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
3/14/26 4:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
3/14/26 4:00,23 St-Baruch College (6),OMNY - Other,2,0
3/14/26 3:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/14/26 3:00,23 St-Baruch College (6),OMNY - Students,2,0
3/14/26 3:00,23 St-Baruch College (6),Metrocard - Other,1,0
3/14/26 3:00,23 St-Baruch College (6),OMNY - Full Fare,33,0
3/14/26 2:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
3/14/26 2:00,23 St-Baruch College (6),OMNY - Full Fare,48,0
3/14/26 1:00,23 St-Baruch College (6),OMNY - Fair Fare,5,0
3/14/26 1:00,23 St-Baruch College (6),OMNY - Full Fare,114,0
3/14/26 1:00,23 St-Baruch College (6),OMNY - Other,7,0
3/14/26 1:00,23 St-Baruch College (6),OMNY - Students,1,0
3/14/26 0:00,23 St-Baruch College (6),OMNY - Full Fare,211,1
3/14/26 0:00,23 St-Baruch College (6),OMNY - Fair Fare,14,0
3/14/26 0:00,23 St-Baruch College (6),OMNY - Other,29,0
3/14/26 0:00,23 St-Baruch College (6),OMNY - Students,6,0
3/14/26 0:00,23 St-Baruch College (6),OMNY - Seniors & Disability,2,0
3/14/26 0:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/13/26 23:00,23 St-Baruch College (6),OMNY - Students,20,0
3/13/26 23:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/13/26 23:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
3/13/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,26,0
3/13/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,457,5
3/13/26 23:00,23 St-Baruch College (6),OMNY - Other,20,0
3/13/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,13,0
3/13/26 22:00,23 St-Baruch College (6),OMNY - Students,12,0
3/13/26 22:00,23 St-Baruch College (6),OMNY - Other,14,0
3/13/26 22:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/13/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,14,0
3/13/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,428,9
3/13/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,22,3
3/13/26 21:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
3/13/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,21,2
3/13/26 21:00,23 St-Baruch College (6),Metrocard - Other,3,0
3/13/26 21:00,23 St-Baruch College (6),OMNY - Students,8,1
3/13/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,551,7
3/13/26 21:00,23 St-Baruch College (6),OMNY - Other,11,1
3/13/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,21,1
3/13/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,39,7
3/13/26 20:00,23 St-Baruch College (6),OMNY - Other,5,0
3/13/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,39,1
3/13/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,771,11
3/13/26 20:00,23 St-Baruch College (6),Metrocard - Other,5,0
3/13/26 20:00,23 St-Baruch College (6),OMNY - Students,39,0
3/13/26 20:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
3/13/26 20:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
3/13/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,37,0
3/13/26 19:00,23 St-Baruch College (6),OMNY - Students,40,0
3/13/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,23,2
3/13/26 19:00,23 St-Baruch College (6),Metrocard - Other,5,0
3/13/26 19:00,23 St-Baruch College (6),OMNY - Other,16,0
3/13/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,"1,009",21
3/13/26 18:00,23 St-Baruch College (6),OMNY - Other,19,0
3/13/26 18:00,23 St-Baruch College (6),Metrocard - Other,6,0
3/13/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,40,0
3/13/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,45,0
3/13/26 18:00,23 St-Baruch College (6),OMNY - Students,60,0
3/13/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,"1,227",34
3/13/26 17:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
3/13/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,2,0
