transit_timestamp,station_complex,fare_class_category,ridership,transfers
4/30/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,309,8
4/30/26 23:00,23 St-Baruch College (6),OMNY - Students,16,0
4/30/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,16,2
4/30/26 23:00,23 St-Baruch College (6),OMNY - Other,2,0
4/30/26 23:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/30/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,10,1
4/30/26 22:00,23 St-Baruch College (6),OMNY - Students,18,0
4/30/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,23,0
4/30/26 22:00,23 St-Baruch College (6),OMNY - Other,8,0
4/30/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,498,8
4/30/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,26,3
4/30/26 21:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,779,7
4/30/26 21:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/30/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,28,1
4/30/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,57,0
4/30/26 21:00,23 St-Baruch College (6),OMNY - Students,39,0
4/30/26 21:00,23 St-Baruch College (6),OMNY - Other,13,0
4/30/26 20:00,23 St-Baruch College (6),OMNY - Other,17,0
4/30/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,46,2
4/30/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,94,1
4/30/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,"1,228",11
4/30/26 20:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/30/26 20:00,23 St-Baruch College (6),OMNY - Students,72,0
4/30/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,92,1
4/30/26 19:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
4/30/26 19:00,23 St-Baruch College (6),OMNY - Other,24,0
4/30/26 19:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,"1,354",23
4/30/26 19:00,23 St-Baruch College (6),OMNY - Students,79,1
4/30/26 19:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,54,5
4/30/26 18:00,23 St-Baruch College (6),OMNY - Other,17,0
4/30/26 18:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,70,0
4/30/26 18:00,23 St-Baruch College (6),Metrocard - Other,5,0
4/30/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,"1,727",33
4/30/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,78,8
4/30/26 18:00,23 St-Baruch College (6),OMNY - Students,110,3
4/30/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 17:00,23 St-Baruch College (6),OMNY - Fair Fare,100,2
4/30/26 17:00,23 St-Baruch College (6),OMNY - Full Fare,"2,478",32
4/30/26 17:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/30/26 17:00,23 St-Baruch College (6),OMNY - Other,23,0
4/30/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/30/26 17:00,23 St-Baruch College (6),OMNY - Students,176,1
4/30/26 17:00,23 St-Baruch College (6),OMNY - Seniors & Disability,128,11
4/30/26 16:00,23 St-Baruch College (6),OMNY - Seniors & Disability,124,14
4/30/26 16:00,23 St-Baruch College (6),OMNY - Fair Fare,124,4
4/30/26 16:00,23 St-Baruch College (6),OMNY - Other,21,1
4/30/26 16:00,23 St-Baruch College (6),OMNY - Students,203,1
4/30/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/30/26 16:00,23 St-Baruch College (6),Metrocard - Other,8,0
4/30/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 16:00,23 St-Baruch College (6),OMNY - Full Fare,"1,958",52
4/30/26 15:00,23 St-Baruch College (6),OMNY - Seniors & Disability,133,6
4/30/26 15:00,23 St-Baruch College (6),OMNY - Fair Fare,131,4
4/30/26 15:00,23 St-Baruch College (6),OMNY - Students,324,5
4/30/26 15:00,23 St-Baruch College (6),Metrocard - Seniors & Disability,2,0
4/30/26 15:00,23 St-Baruch College (6),OMNY - Other,33,0
4/30/26 15:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 15:00,23 St-Baruch College (6),OMNY - Full Fare,"1,571",38
4/30/26 15:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 15:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
4/30/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/30/26 14:00,23 St-Baruch College (6),OMNY - Students,182,2
4/30/26 14:00,23 St-Baruch College (6),OMNY - Seniors & Disability,84,12
4/30/26 14:00,23 St-Baruch College (6),OMNY - Fair Fare,69,2
4/30/26 14:00,23 St-Baruch College (6),OMNY - Other,35,0
4/30/26 14:00,23 St-Baruch College (6),OMNY - Full Fare,"1,101",23
4/30/26 14:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/30/26 13:00,23 St-Baruch College (6),OMNY - Other,20,1
4/30/26 13:00,23 St-Baruch College (6),OMNY - Seniors & Disability,74,10
4/30/26 13:00,23 St-Baruch College (6),OMNY - Students,54,3
4/30/26 13:00,23 St-Baruch College (6),OMNY - Full Fare,785,18
4/30/26 13:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 13:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/30/26 13:00,23 St-Baruch College (6),OMNY - Fair Fare,38,0
4/30/26 12:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/30/26 12:00,23 St-Baruch College (6),OMNY - Full Fare,"1,010",22
4/30/26 12:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/30/26 12:00,23 St-Baruch College (6),OMNY - Other,12,0
4/30/26 12:00,23 St-Baruch College (6),OMNY - Students,73,1
4/30/26 12:00,23 St-Baruch College (6),OMNY - Fair Fare,84,5
4/30/26 12:00,23 St-Baruch College (6),OMNY - Seniors & Disability,82,11
4/30/26 11:00,23 St-Baruch College (6),OMNY - Other,7,0
4/30/26 11:00,23 St-Baruch College (6),OMNY - Full Fare,811,15
4/30/26 11:00,23 St-Baruch College (6),Metrocard - Other,10,0
4/30/26 11:00,23 St-Baruch College (6),OMNY - Fair Fare,51,2
4/30/26 11:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 11:00,23 St-Baruch College (6),OMNY - Students,47,0
4/30/26 11:00,23 St-Baruch College (6),OMNY - Seniors & Disability,89,12
4/30/26 10:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 10:00,23 St-Baruch College (6),OMNY - Students,36,2
4/30/26 10:00,23 St-Baruch College (6),OMNY - Full Fare,718,23
4/30/26 10:00,23 St-Baruch College (6),OMNY - Other,19,1
4/30/26 10:00,23 St-Baruch College (6),OMNY - Fair Fare,33,2
4/30/26 10:00,23 St-Baruch College (6),OMNY - Seniors & Disability,83,13
4/30/26 9:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 9:00,23 St-Baruch College (6),OMNY - Fair Fare,19,1
4/30/26 9:00,23 St-Baruch College (6),Metrocard - Other,1,0
4/30/26 9:00,23 St-Baruch College (6),OMNY - Students,25,2
4/30/26 9:00,23 St-Baruch College (6),OMNY - Other,13,0
4/30/26 9:00,23 St-Baruch College (6),OMNY - Seniors & Disability,62,6
4/30/26 9:00,23 St-Baruch College (6),OMNY - Full Fare,971,66
4/30/26 8:00,23 St-Baruch College (6),OMNY - Full Fare,"1,366",112
4/30/26 8:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/30/26 8:00,23 St-Baruch College (6),OMNY - Other,9,0
4/30/26 8:00,23 St-Baruch College (6),OMNY - Fair Fare,15,1
4/30/26 8:00,23 St-Baruch College (6),OMNY - Seniors & Disability,40,9
4/30/26 8:00,23 St-Baruch College (6),OMNY - Students,48,3
4/30/26 7:00,23 St-Baruch College (6),OMNY - Seniors & Disability,27,4
4/30/26 7:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/30/26 7:00,23 St-Baruch College (6),OMNY - Students,71,4
4/30/26 7:00,23 St-Baruch College (6),OMNY - Other,3,0
4/30/26 7:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 7:00,23 St-Baruch College (6),OMNY - Full Fare,654,109
4/30/26 7:00,23 St-Baruch College (6),OMNY - Fair Fare,13,1
4/30/26 6:00,23 St-Baruch College (6),OMNY - Full Fare,205,37
4/30/26 6:00,23 St-Baruch College (6),OMNY - Other,4,0
4/30/26 6:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 6:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/30/26 6:00,23 St-Baruch College (6),OMNY - Fair Fare,5,0
4/30/26 6:00,23 St-Baruch College (6),OMNY - Seniors & Disability,16,4
4/30/26 6:00,23 St-Baruch College (6),OMNY - Students,1,0
4/30/26 5:00,23 St-Baruch College (6),OMNY - Seniors & Disability,3,2
4/30/26 5:00,23 St-Baruch College (6),OMNY - Students,3,0
4/30/26 5:00,23 St-Baruch College (6),OMNY - Other,1,0
4/30/26 5:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/30/26 5:00,23 St-Baruch College (6),OMNY - Full Fare,59,23
4/30/26 5:00,23 St-Baruch College (6),OMNY - Fair Fare,2,1
4/30/26 4:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
4/30/26 4:00,23 St-Baruch College (6),OMNY - Full Fare,16,0
4/30/26 4:00,23 St-Baruch College (6),OMNY - Other,1,0
4/30/26 4:00,23 St-Baruch College (6),Metrocard - Other,1,0
4/30/26 3:00,23 St-Baruch College (6),OMNY - Students,4,0
4/30/26 3:00,23 St-Baruch College (6),OMNY - Full Fare,10,0
4/30/26 3:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
4/30/26 3:00,23 St-Baruch College (6),OMNY - Other,2,0
4/30/26 3:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
4/30/26 2:00,23 St-Baruch College (6),OMNY - Full Fare,14,0
4/30/26 2:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
4/30/26 2:00,23 St-Baruch College (6),Metrocard - Other,1,0
4/30/26 1:00,23 St-Baruch College (6),OMNY - Other,3,0
4/30/26 1:00,23 St-Baruch College (6),OMNY - Full Fare,41,0
4/30/26 1:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
4/30/26 1:00,23 St-Baruch College (6),OMNY - Students,3,0
4/30/26 0:00,23 St-Baruch College (6),Metrocard - Other,1,0
4/30/26 0:00,23 St-Baruch College (6),OMNY - Other,3,0
4/30/26 0:00,23 St-Baruch College (6),OMNY - Fair Fare,11,0
4/30/26 0:00,23 St-Baruch College (6),OMNY - Seniors & Disability,3,0
4/30/26 0:00,23 St-Baruch College (6),OMNY - Students,3,0
4/30/26 0:00,23 St-Baruch College (6),OMNY - Full Fare,147,0
4/29/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,288,9
4/29/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,11,2
4/29/26 23:00,23 St-Baruch College (6),OMNY - Other,3,0
4/29/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,5,0
4/29/26 23:00,23 St-Baruch College (6),OMNY - Students,13,0
4/29/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,450,12
4/29/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,30,0
4/29/26 22:00,23 St-Baruch College (6),OMNY - Students,16,0
4/29/26 22:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/29/26 22:00,23 St-Baruch College (6),OMNY - Other,10,0
4/29/26 22:00,23 St-Baruch College (6),Metrocard - Full Fare,1,0
4/29/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,19,0
4/29/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,45,3
4/29/26 21:00,23 St-Baruch College (6),OMNY - Other,11,0
4/29/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,35,5
4/29/26 21:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/29/26 21:00,23 St-Baruch College (6),Metrocard - Other,7,0
4/29/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,818,9
4/29/26 21:00,23 St-Baruch College (6),OMNY - Students,58,0
4/29/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,64,3
4/29/26 20:00,23 St-Baruch College (6),OMNY - Students,74,0
4/29/26 20:00,23 St-Baruch College (6),OMNY - Other,15,0
4/29/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,93,3
4/29/26 20:00,23 St-Baruch College (6),Metrocard - Other,5,0
4/29/26 20:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,3,0
4/29/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,"1,281",15
4/29/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,63,4
4/29/26 19:00,23 St-Baruch College (6),Metrocard - Other,6,0
4/29/26 19:00,23 St-Baruch College (6),OMNY - Students,113,2
4/29/26 19:00,23 St-Baruch College (6),OMNY - Other,6,0
4/29/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,"1,593",24
4/29/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,85,1
4/29/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,72,4
4/29/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,70,0
4/29/26 18:00,23 St-Baruch College (6),OMNY - Other,25,0
4/29/26 18:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/29/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,"1,839",49
4/29/26 18:00,23 St-Baruch College (6),OMNY - Students,104,2
4/29/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/29/26 17:00,23 St-Baruch College (6),OMNY - Students,204,3
4/29/26 17:00,23 St-Baruch College (6),Metrocard - Other,7,0
4/29/26 17:00,23 St-Baruch College (6),OMNY - Full Fare,"2,782",38
4/29/26 17:00,23 St-Baruch College (6),OMNY - Seniors & Disability,109,8
4/29/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/29/26 17:00,23 St-Baruch College (6),OMNY - Other,27,1
4/29/26 17:00,23 St-Baruch College (6),OMNY - Fair Fare,131,0
4/29/26 16:00,23 St-Baruch College (6),OMNY - Seniors & Disability,121,16
4/29/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/29/26 16:00,23 St-Baruch College (6),OMNY - Other,32,0
4/29/26 16:00,23 St-Baruch College (6),OMNY - Students,190,1
4/29/26 16:00,23 St-Baruch College (6),OMNY - Full Fare,"2,085",37
4/29/26 16:00,23 St-Baruch College (6),Metrocard - Other,13,0
4/29/26 16:00,23 St-Baruch College (6),OMNY - Fair Fare,135,3
4/29/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/29/26 15:00,23 St-Baruch College (6),OMNY - Fair Fare,114,4
4/29/26 15:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,3,0
4/29/26 15:00,23 St-Baruch College (6),OMNY - Full Fare,"1,620",35
4/29/26 15:00,23 St-Baruch College (6),OMNY - Other,36,0
4/29/26 15:00,23 St-Baruch College (6),Metrocard - Seniors & Disability,1,0
4/29/26 15:00,23 St-Baruch College (6),OMNY - Seniors & Disability,134,17
4/29/26 15:00,23 St-Baruch College (6),Metrocard - Other,7,0
4/29/26 15:00,23 St-Baruch College (6),OMNY - Students,303,6
4/29/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/29/26 14:00,23 St-Baruch College (6),OMNY - Full Fare,"1,385",42
4/29/26 14:00,23 St-Baruch College (6),OMNY - Other,27,0
4/29/26 14:00,23 St-Baruch College (6),Metrocard - Other,9,0
4/29/26 14:00,23 St-Baruch College (6),OMNY - Fair Fare,115,0
4/29/26 14:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/29/26 14:00,23 St-Baruch College (6),OMNY - Seniors & Disability,121,11
4/29/26 14:00,23 St-Baruch College (6),OMNY - Students,264,0
4/29/26 13:00,23 St-Baruch College (6),OMNY - Seniors & Disability,86,8
4/29/26 13:00,23 St-Baruch College (6),OMNY - Fair Fare,46,0
4/29/26 13:00,23 St-Baruch College (6),OMNY - Students,74,3
4/29/26 13:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/29/26 13:00,23 St-Baruch College (6),OMNY - Other,14,0
4/29/26 13:00,23 St-Baruch College (6),OMNY - Full Fare,784,19
4/29/26 13:00,23 St-Baruch College (6),Metrocard - Other,6,0
4/29/26 12:00,23 St-Baruch College (6),OMNY - Fair Fare,75,3
4/29/26 12:00,23 St-Baruch College (6),Metrocard - Other,5,0
4/29/26 12:00,23 St-Baruch College (6),OMNY - Full Fare,878,20
4/29/26 12:00,23 St-Baruch College (6),OMNY - Seniors & Disability,106,16
4/29/26 12:00,23 St-Baruch College (6),OMNY - Other,12,0
4/29/26 12:00,23 St-Baruch College (6),OMNY - Students,85,1
4/29/26 12:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,3,0
4/29/26 11:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/29/26 11:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/29/26 11:00,23 St-Baruch College (6),OMNY - Full Fare,711,17
4/29/26 11:00,23 St-Baruch College (6),OMNY - Students,40,1
4/29/26 11:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/29/26 11:00,23 St-Baruch College (6),OMNY - Other,10,0
4/29/26 11:00,23 St-Baruch College (6),OMNY - Seniors & Disability,71,11
4/29/26 11:00,23 St-Baruch College (6),OMNY - Fair Fare,42,1
4/29/26 10:00,23 St-Baruch College (6),OMNY - Other,14,0
4/29/26 10:00,23 St-Baruch College (6),Metrocard - Other,5,0
4/29/26 10:00,23 St-Baruch College (6),OMNY - Fair Fare,38,3
4/29/26 10:00,23 St-Baruch College (6),OMNY - Students,55,0
4/29/26 10:00,23 St-Baruch College (6),OMNY - Full Fare,705,40
4/29/26 10:00,23 St-Baruch College (6),OMNY - Seniors & Disability,65,11
4/29/26 9:00,23 St-Baruch College (6),OMNY - Students,22,0
4/29/26 9:00,23 St-Baruch College (6),Metrocard - Seniors & Disability,1,0
4/29/26 9:00,23 St-Baruch College (6),OMNY - Fair Fare,19,3
4/29/26 9:00,23 St-Baruch College (6),OMNY - Other,9,0
4/29/26 9:00,23 St-Baruch College (6),OMNY - Full Fare,998,69
4/29/26 9:00,23 St-Baruch College (6),OMNY - Seniors & Disability,53,9
4/29/26 8:00,23 St-Baruch College (6),OMNY - Seniors & Disability,44,9
4/29/26 8:00,23 St-Baruch College (6),Metrocard - Other,1,0
4/29/26 8:00,23 St-Baruch College (6),OMNY - Other,9,0
4/29/26 8:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/29/26 8:00,23 St-Baruch College (6),OMNY - Fair Fare,20,5
4/29/26 8:00,23 St-Baruch College (6),OMNY - Students,61,2
4/29/26 8:00,23 St-Baruch College (6),OMNY - Full Fare,"1,493",113
4/29/26 7:00,23 St-Baruch College (6),OMNY - Fair Fare,8,1
4/29/26 7:00,23 St-Baruch College (6),OMNY - Full Fare,730,128
4/29/26 7:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/29/26 7:00,23 St-Baruch College (6),OMNY - Students,71,2
4/29/26 7:00,23 St-Baruch College (6),OMNY - Other,9,0
4/29/26 7:00,23 St-Baruch College (6),OMNY - Seniors & Disability,24,6
4/29/26 6:00,23 St-Baruch College (6),OMNY - Full Fare,198,54
4/29/26 6:00,23 St-Baruch College (6),OMNY - Seniors & Disability,12,5
4/29/26 6:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/29/26 6:00,23 St-Baruch College (6),OMNY - Fair Fare,4,0
4/29/26 6:00,23 St-Baruch College (6),OMNY - Students,5,1
4/29/26 6:00,23 St-Baruch College (6),OMNY - Other,3,0
4/29/26 5:00,23 St-Baruch College (6),OMNY - Other,3,0
4/29/26 5:00,23 St-Baruch College (6),OMNY - Fair Fare,2,0
4/29/26 5:00,23 St-Baruch College (6),OMNY - Full Fare,49,20
4/29/26 5:00,23 St-Baruch College (6),OMNY - Seniors & Disability,6,2
4/29/26 5:00,23 St-Baruch College (6),OMNY - Students,2,0
4/29/26 4:00,23 St-Baruch College (6),OMNY - Students,1,0
4/29/26 4:00,23 St-Baruch College (6),OMNY - Other,1,0
4/29/26 4:00,23 St-Baruch College (6),OMNY - Fair Fare,1,0
4/29/26 4:00,23 St-Baruch College (6),OMNY - Full Fare,12,0
4/29/26 3:00,23 St-Baruch College (6),OMNY - Students,2,0
4/29/26 3:00,23 St-Baruch College (6),OMNY - Other,1,0
4/29/26 3:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
4/29/26 3:00,23 St-Baruch College (6),OMNY - Full Fare,10,0
4/29/26 2:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
4/29/26 2:00,23 St-Baruch College (6),OMNY - Other,1,0
4/29/26 2:00,23 St-Baruch College (6),OMNY - Full Fare,16,0
4/29/26 2:00,23 St-Baruch College (6),OMNY - Seniors & Disability,1,0
4/29/26 1:00,23 St-Baruch College (6),OMNY - Full Fare,54,0
4/29/26 1:00,23 St-Baruch College (6),OMNY - Other,3,0
4/29/26 1:00,23 St-Baruch College (6),OMNY - Students,1,0
4/29/26 1:00,23 St-Baruch College (6),OMNY - Fair Fare,3,0
4/29/26 0:00,23 St-Baruch College (6),OMNY - Other,7,0
4/29/26 0:00,23 St-Baruch College (6),OMNY - Students,10,0
4/29/26 0:00,23 St-Baruch College (6),OMNY - Full Fare,133,0
4/29/26 0:00,23 St-Baruch College (6),OMNY - Fair Fare,9,0
4/29/26 0:00,23 St-Baruch College (6),OMNY - Seniors & Disability,4,0
4/28/26 23:00,23 St-Baruch College (6),OMNY - Other,2,0
4/28/26 23:00,23 St-Baruch College (6),OMNY - Students,14,0
4/28/26 23:00,23 St-Baruch College (6),OMNY - Fair Fare,7,0
4/28/26 23:00,23 St-Baruch College (6),OMNY - Seniors & Disability,14,2
4/28/26 23:00,23 St-Baruch College (6),OMNY - Full Fare,327,7
4/28/26 22:00,23 St-Baruch College (6),OMNY - Students,19,1
4/28/26 22:00,23 St-Baruch College (6),OMNY - Full Fare,401,6
4/28/26 22:00,23 St-Baruch College (6),OMNY - Other,10,0
4/28/26 22:00,23 St-Baruch College (6),OMNY - Seniors & Disability,18,1
4/28/26 22:00,23 St-Baruch College (6),OMNY - Fair Fare,20,0
4/28/26 21:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/28/26 21:00,23 St-Baruch College (6),OMNY - Students,32,0
4/28/26 21:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/28/26 21:00,23 St-Baruch College (6),OMNY - Other,11,0
4/28/26 21:00,23 St-Baruch College (6),OMNY - Seniors & Disability,24,0
4/28/26 21:00,23 St-Baruch College (6),OMNY - Fair Fare,55,1
4/28/26 21:00,23 St-Baruch College (6),OMNY - Full Fare,744,2
4/28/26 20:00,23 St-Baruch College (6),OMNY - Fair Fare,85,1
4/28/26 20:00,23 St-Baruch College (6),OMNY - Full Fare,"1,198",10
4/28/26 20:00,23 St-Baruch College (6),OMNY - Other,20,0
4/28/26 20:00,23 St-Baruch College (6),OMNY - Students,67,0
4/28/26 20:00,23 St-Baruch College (6),OMNY - Seniors & Disability,58,4
4/28/26 20:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/28/26 20:00,23 St-Baruch College (6),Metrocard - Other,6,0
4/28/26 19:00,23 St-Baruch College (6),OMNY - Seniors & Disability,58,4
4/28/26 19:00,23 St-Baruch College (6),Metrocard - Other,3,0
4/28/26 19:00,23 St-Baruch College (6),OMNY - Full Fare,"1,495",23
4/28/26 19:00,23 St-Baruch College (6),OMNY - Fair Fare,117,3
4/28/26 19:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/28/26 19:00,23 St-Baruch College (6),OMNY - Other,25,0
4/28/26 19:00,23 St-Baruch College (6),OMNY - Students,113,0
4/28/26 18:00,23 St-Baruch College (6),OMNY - Fair Fare,71,0
4/28/26 18:00,23 St-Baruch College (6),OMNY - Students,120,1
4/28/26 18:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/28/26 18:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/28/26 18:00,23 St-Baruch College (6),OMNY - Other,28,0
4/28/26 18:00,23 St-Baruch College (6),OMNY - Seniors & Disability,76,7
4/28/26 18:00,23 St-Baruch College (6),OMNY - Full Fare,"1,847",33
4/28/26 17:00,23 St-Baruch College (6),OMNY - Seniors & Disability,121,5
4/28/26 17:00,23 St-Baruch College (6),OMNY - Fair Fare,107,0
4/28/26 17:00,23 St-Baruch College (6),Metrocard - Other,2,0
4/28/26 17:00,23 St-Baruch College (6),OMNY - Other,26,0
4/28/26 17:00,23 St-Baruch College (6),OMNY - Students,188,1
4/28/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,1,0
4/28/26 17:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/28/26 17:00,23 St-Baruch College (6),OMNY - Full Fare,"2,703",37
4/28/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,2,0
4/28/26 16:00,23 St-Baruch College (6),OMNY - Fair Fare,138,2
4/28/26 16:00,23 St-Baruch College (6),OMNY - Seniors & Disability,114,9
4/28/26 16:00,23 St-Baruch College (6),OMNY - Full Fare,"1,922",59
4/28/26 16:00,23 St-Baruch College (6),OMNY - Other,37,0
4/28/26 16:00,23 St-Baruch College (6),Metrocard - Other,10,1
4/28/26 16:00,23 St-Baruch College (6),Metrocard - Unlimited 7-Day,3,0
4/28/26 16:00,23 St-Baruch College (6),OMNY - Students,175,6
4/28/26 15:00,23 St-Baruch College (6),OMNY - Fair Fare,116,3
4/28/26 15:00,23 St-Baruch College (6),OMNY - Other,41,0
4/28/26 15:00,23 St-Baruch College (6),Metrocard - Other,8,0
4/28/26 15:00,23 St-Baruch College (6),OMNY - Seniors & Disability,99,10
4/28/26 15:00,23 St-Baruch College (6),OMNY - Full Fare,"1,596",34
4/28/26 15:00,23 St-Baruch College (6),OMNY - Students,338,7
4/28/26 15:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/28/26 14:00,23 St-Baruch College (6),OMNY - Fair Fare,78,2
4/28/26 14:00,23 St-Baruch College (6),Metrocard - Other,4,0
4/28/26 14:00,23 St-Baruch College (6),OMNY - Other,21,0
4/28/26 14:00,23 St-Baruch College (6),OMNY - Seniors & Disability,100,15
4/28/26 14:00,23 St-Baruch College (6),OMNY - Full Fare,"1,173",24
4/28/26 14:00,23 St-Baruch College (6),OMNY - Students,241,1
4/28/26 13:00,23 St-Baruch College (6),Metrocard - Unlimited 30-Day,1,0
4/28/26 13:00,23 St-Baruch College (6),OMNY - Students,51,1
4/28/26 13:00,23 St-Baruch College (6),OMNY - Fair Fare,48,3
4/28/26 13:00,23 St-Baruch College (6),Metrocard - Full Fare,2,0
4/28/26 13:00,23 St-Baruch College (6),OMNY - Seniors & Disability,80,16
