transit_timestamp,station_complex,borough,fare_class_category,ridership,transfers
4/10/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,17,0
4/10/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Other,1,0
4/10/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,5,0
4/10/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,172,36
4/10/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Students,11,1
4/10/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,15,7
4/10/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,8,0
4/10/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,5,0
4/10/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,9,4
4/10/25 5:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,2,1
4/10/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,2,0
4/10/25 5:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,25,7
4/10/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,3,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,4,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,1,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,10,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,1,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,1,0
4/10/25 4:00,23 St-Baruch College (6),Manhattan,OMNY - Students,1,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,6,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,3,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,2,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,11,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,1,0
4/10/25 3:00,23 St-Baruch College (6),Manhattan,OMNY - Students,1,0
4/10/25 2:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,16,1
4/10/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,1,0
4/10/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,3,0
4/10/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,1,0
4/10/25 2:00,23 St-Baruch College (6),Manhattan,OMNY - Students,1,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,5,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,1,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,4,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,38,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,4,0
4/10/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Students,2,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,12,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,2,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,9,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Students,15,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,16,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,4,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,81,0
4/10/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,10,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,8,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,3,1
4/9/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,4,1
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,24,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,182,4
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,27,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,10,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,29,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Students,5,0
4/9/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,4,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Students,18,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,5,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,422,5
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,18,1
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,4,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,32,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Other,6,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,30,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,10,3
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,9,0
4/9/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,44,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,27,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,27,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,8,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,17,2
4/9/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,5,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,585,7
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,27,3
4/9/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Students,27,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,38,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Other,4,0
4/9/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,25,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,27,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,31,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,887,8
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,103,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Students,56,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,10,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,44,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Other,4,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,27,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,8,0
4/9/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,88,2
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,51,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,12,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,34,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,11,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,87,3
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,81,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"1,222",21
4/9/25 19:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,108,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,OMNY - Other,7,0
4/9/25 19:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,52,4
4/9/25 19:00,23 St-Baruch College (6),Manhattan,OMNY - Students,122,1
4/9/25 18:00,23 St-Baruch College (6),Manhattan,OMNY - Other,3,0
4/9/25 18:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"1,516",44
4/9/25 18:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,39,3
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,12,2
4/9/25 18:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,10,1
4/9/25 18:00,23 St-Baruch College (6),Manhattan,OMNY - Students,100,3
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,140,0
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,54,0
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,62,0
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,142,0
4/9/25 18:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,52,0
4/9/25 17:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"2,139",43
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,103,0
4/9/25 17:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,86,7
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,23,4
4/9/25 17:00,23 St-Baruch College (6),Manhattan,OMNY - Students,233,2
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,184,0
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,61,0
4/9/25 17:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,25,0
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,247,3
4/9/25 17:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,132,2
4/9/25 17:00,23 St-Baruch College (6),Manhattan,OMNY - Other,9,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,32,2
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,105,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"1,520",40
4/9/25 16:00,23 St-Baruch College (6),Manhattan,OMNY - Other,11,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,193,5
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,105,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,71,4
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,65,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,162,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,15,0
4/9/25 16:00,23 St-Baruch College (6),Manhattan,OMNY - Students,215,4
4/9/25 15:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,75,10
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,32,4
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,176,4
4/9/25 15:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,13,0
4/9/25 15:00,23 St-Baruch College (6),Manhattan,OMNY - Students,328,2
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,49,1
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,82,0
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,118,0
4/9/25 15:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,107,0
4/9/25 15:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"1,284",30
4/9/25 15:00,23 St-Baruch College (6),Manhattan,OMNY - Other,4,1
4/9/25 14:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,7,1
4/9/25 14:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,990,22
4/9/25 14:00,23 St-Baruch College (6),Manhattan,OMNY - Other,4,0
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,73,0
4/9/25 14:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,75,13
4/9/25 14:00,23 St-Baruch College (6),Manhattan,OMNY - Students,241,1
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,30,0
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,19,0
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,117,3
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,127,0
4/9/25 14:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,79,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,OMNY - Other,5,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,6,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,59,9
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,61,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,OMNY - Students,48,2
4/9/25 13:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,624,13
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,15,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,42,2
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,28,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,67,0
4/9/25 13:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,73,2
4/9/25 12:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,4,0
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,57,0
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,25,1
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,19,0
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,99,1
4/9/25 12:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,60,11
4/9/25 12:00,23 St-Baruch College (6),Manhattan,OMNY - Students,84,1
4/9/25 12:00,23 St-Baruch College (6),Manhattan,OMNY - Other,5,0
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,56,0
4/9/25 12:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,40,2
4/9/25 12:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,718,22
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,44,0
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,41,2
4/9/25 11:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,50,4
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,74,0
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,40,0
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,17,2
4/9/25 11:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,13,0
4/9/25 11:00,23 St-Baruch College (6),Manhattan,OMNY - Other,5,0
4/9/25 11:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,605,14
4/9/25 11:00,23 St-Baruch College (6),Manhattan,OMNY - Students,86,1
4/9/25 11:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,7,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,13,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,46,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,70,6
4/9/25 10:00,23 St-Baruch College (6),Manhattan,OMNY - Other,1,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,28,2
4/9/25 10:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,607,28
4/9/25 10:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,51,8
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,41,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,13,1
4/9/25 10:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,5,0
4/9/25 10:00,23 St-Baruch College (6),Manhattan,OMNY - Students,69,1
4/9/25 9:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,3,0
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,14,2
4/9/25 9:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,966,80
4/9/25 9:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,36,7
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,59,0
4/9/25 9:00,23 St-Baruch College (6),Manhattan,OMNY - Students,24,1
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,62,8
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,17,0
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,13,0
4/9/25 9:00,23 St-Baruch College (6),Manhattan,OMNY - Other,6,0
4/9/25 9:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,68,0
4/9/25 8:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,29,4
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,10,2
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,12,1
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,28,0
4/9/25 8:00,23 St-Baruch College (6),Manhattan,OMNY - Other,1,0
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,54,0
4/9/25 8:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,5,0
4/9/25 8:00,23 St-Baruch College (6),Manhattan,OMNY - Students,41,3
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,34,2
4/9/25 8:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,77,12
4/9/25 8:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,"1,324",93
4/9/25 7:00,23 St-Baruch College (6),Manhattan,OMNY - Other,1,0
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,4,3
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,27,0
4/9/25 7:00,23 St-Baruch College (6),Manhattan,OMNY - Students,81,3
4/9/25 7:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,628,110
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,29,0
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,15,0
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,58,20
4/9/25 7:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,2,0
4/9/25 7:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,19,6
4/9/25 7:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,7,0
4/9/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,5,1
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,2,0
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,11,0
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,21,7
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,1,1
4/9/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,177,44
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,13,0
4/9/25 6:00,23 St-Baruch College (6),Manhattan,OMNY - Students,11,0
4/9/25 6:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,9,0
4/9/25 5:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,2,1
4/9/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,4,0
4/9/25 5:00,23 St-Baruch College (6),Manhattan,OMNY - Students,2,0
4/9/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,7,0
4/9/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,6,0
4/9/25 5:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,32,10
4/9/25 5:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,9,4
4/9/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,3,0
4/9/25 4:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,1,0
4/9/25 4:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,1,0
4/9/25 4:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,16,0
4/9/25 4:00,23 St-Baruch College (6),Manhattan,OMNY - Students,2,0
4/9/25 3:00,23 St-Baruch College (6),Manhattan,OMNY - Students,2,0
4/9/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,1,0
4/9/25 3:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,6,0
4/9/25 3:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,8,0
4/9/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,3,0
4/9/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,1,0
4/9/25 2:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,2,0
4/9/25 2:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,12,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,2,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,1,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,3,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Students,2,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,1,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,28,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,7,0
4/9/25 1:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,7,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,5,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,14,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,5,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,4,1
4/9/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,3,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,16,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,86,0
4/9/25 0:00,23 St-Baruch College (6),Manhattan,OMNY - Students,7,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,3,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,3,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,10,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,33,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,180,1
4/8/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Students,8,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,23,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,2,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,23,0
4/8/25 23:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,4,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,15,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,23,1
4/8/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,4,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,36,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,2,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,270,5
4/8/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Other,2,0
4/8/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Students,16,1
4/8/25 22:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,15,1
4/8/25 22:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,36,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,64,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,50,2
4/8/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,4,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,54,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Other,3,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Students,43,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,26,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Seniors & Disability,20,2
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,20,0
4/8/25 21:00,23 St-Baruch College (6),Manhattan,OMNY - Full Fare,581,3
4/8/25 21:00,23 St-Baruch College (6),Manhattan,Metrocard - Seniors & Disability,4,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Other,28,1
4/8/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 7-Day,32,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Fair Fare,44,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Fair Fare,10,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Full Fare,88,4
4/8/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Other,8,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,OMNY - Students,58,0
4/8/25 20:00,23 St-Baruch College (6),Manhattan,Metrocard - Unlimited 30-Day,81,0
